Year,Cohort,Sex,Drivers
2008,80-84,Female,2359
2008,85 and Older,Male,1438
2008,85 and Older,Female,1747
2009,Under 16,Male,205
2009,Under 16,Female,203
2009,16,Male,661
2009,16,Female,653
2009,17,Male,1074
2009,17,Female,1038
2009,18,Male,1454
2009,18,Female,1371
2009,19,Male,1682
2009,19,Female,1586
2009,19 and Under,Male,5078
2009,19 and Under,Female,4853
2009,20,Male,1725
2009,20,Female,1664
2009,21,Male,1737
2009,21,Female,1701
2009,22,Male,1748
2009,22,Female,1721
2009,23,Male,1783
2009,23,Female,1755
2009,24,Male,1809
2009,24,Female,1796
2009,20-24,Male,8803
2009,20-24,Female,8639
2009,25-29,Male,9220
2009,25-29,Female,9259
2009,30-34,Male,8920
2009,30-34,Female,8925
2009,35-39,Male,9425
2009,35-39,Female,9366
2009,40-44,Male,9729
2009,40-44,Female,9637
2009,45-49,Male,10577
2009,45-49,Female,10611
2009,50-54,Male,10176
2009,50-54,Female,10300
2009,55-59,Male,8924
2009,55-59,Female,9081
2009,60-64,Male,7512
2009,60-64,Female,7637
2009,65-69,Male,5469
2009,65-69,Female,5617
2009,70-74,Male,3938
2009,70-74,Female,4098
2009,75-79,Male,2943
2009,75-79,Female,3172
2009,80-84,Male,2060
2009,80-84,Female,2354
2009,85 and Older,Male,1480
2009,85 and Older,Female,1799
2010,Under 16,Male,199
2010,Under 16,Female,198
2010,16,Male,607
2010,16,Female,604
2010,17,Male,1024
2010,17,Female,1003
2010,18,Male,1407
2010,18,Female,1323
2010,19,Male,1640
2010,19,Female,1546
2010,19 and Under,Male,4880
2010,19 and Under,Female,4675
2010,20,Male,1743
2010,20,Female,1681
2010,21,Male,1756
2010,21,Female,1717
2010,22,Male,1757
2010,22,Female,1725
2010,23,Male,1767
2010,23,Female,1748
2010,24,Male,1792
2010,24,Female,1778
2010,20-24,Male,8816
2010,20-24,Female,8651
2010,25-29,Male,9178
2010,25-29,Female,9252
2010,30-34,Male,8934
2010,30-34,Female,8915
2010,35-39,Male,9078
2010,35-39,Female,9082
2010,40-44,Male,8612
2010,40-44,Female,8564
2010,45-49,Male,10380
2010,45-49,Female,10433
2010,50-54,Male,10240
2010,50-54,Female,10387
2010,55-59,Male,9126
2010,55-59,Female,9313
2010,60-64,Male,7846
2010,60-64,Female,8010
2010,65-69,Male,5652
2010,65-69,Female,5815
2010,70-74,Male,4028
2010,70-74,Female,4201
2010,75-79,Male,2966
2010,75-79,Female,3191
2010,80-84,Male,2090
2010,80-84,Female,2373
2010,85 and Older,Male,1540
2010,85 and Older,Female,1870
2011,Under 16,Male,180
2011,Under 16,Female,180
2011,16,Male,585
2011,16,Female,582
2011,17,Male,986
2011,17,Female,963
2011,18,Male,1363
2011,18,Female,1286
2011,19,Male,1605
2011,19,Female,1524
2011,19 and Under,Male,4720
2011,19 and Under,Female,4537
2011,20,Male,1724
2011,20,Female,1659
2011,21,Male,1786
2011,21,Female,1744
2011,22,Male,1790
2011,22,Female,1760
2011,23,Male,1793
2011,23,Female,1779
2011,24,Male,1806
2011,24,Female,1805
2011,20-24,Male,8899
2011,20-24,Female,8749
2011,25-29,Male,9251
2011,25-29,Female,9363
2011,30-34,Male,9051
2011,30-34,Female,9224
2011,35-39,Male,8786
2011,35-39,Female,8891
2011,40-44,Male,9599
2011,40-44,Female,9660
2011,45-49,Male,10130
2011,45-49,Female,10241
2011,50-54,Male,10292
2011,50-54,Female,10508
2011,55-59,Male,9313
2011,55-59,Female,9574
2011,60-64,Male,8131
2011,60-64,Female,8377
2011,65-69,Male,5894
2011,65-69,Female,6079
2011,70-74,Male,4176
2011,70-74,Female,4361
2011,75-79,Male,3004
2011,75-79,Female,3220
2011,80-84,Male,2092
2011,80-84,Female,2341
2011,85 and Older,Male,1554
2011,85 and Older,Female,1841
2012,Under 16,Male,65
2012,Under 16,Female,63
2012,16,Male,590
2012,16,Female,589
2012,17,Male,981
2012,17,Female,963
2012,18,Male,1319
2012,18,Female,1251
2012,19,Male,1551
2012,19,Female,1458
2012,19 and Under,Male,4506
2012,19 and Under,Female,4324
2012,20,Male,1662
2012,20,Female,1590
2012,21,Male,1729
2012,21,Female,1678
2012,22,Male,1814
2012,22,Female,1777
2012,23,Male,1814
2012,23,Female,1794
2012,24,Male,1817
2012,24,Female,1806
2012,20-24,Male,8836
2012,20-24,Female,8645
2012,25-29,Male,9142
2012,25-29,Female,9215
2012,30-34,Male,9088
2012,30-34,Female,9243
2012,35-39,Male,8668
2012,35-39,Female,8758
2012,40-44,Male,9532
2012,40-44,Female,9569
2012,45-49,Male,9894
2012,45-49,Female,9943
2012,50-54,Male,10299
2012,50-54,Female,10459
2012,55-59,Male,9503
2012,55-59,Female,9739
2012,60-64,Male,8129
2012,60-64,Female,8379
2012,65-69,Male,6311
2012,65-69,Female,6515
2012,70-74,Male,4349
2012,70-74,Female,4557
2012,75-79,Male,3041
2012,75-79,Female,3255
2012,80-84,Male,2097
2012,80-84,Female,2338
2012,85 and Older,Male,1590
2012,85 and Older,Female,1890
2013,Under 16,Male,31
2013,Under 16,Female,30
2013,16,Male,584
2013,16,Female,584
2013,17,Male,1023
2013,17,Female,986
2013,18,Male,1381
2013,18,Female,1298
2013,19,Male,1577
2013,19,Female,1483
2013,19 and Under,Male,4598
2013,19 and Under,Female,4383
2013,20,Male,1690
2013,20,Female,1605
2013,21,Male,1747
2013,21,Female,1687
2013,22,Male,1806
2013,22,Female,1768
2013,23,Male,1858
2013,23,Female,1830
2013,24,Male,1842
2013,24,Female,1831
2013,20-24,Male,8944
2013,20-24,Female,8723
2013,25-29,Male,9128
2013,25-29,Female,9212
2013,30-34,Male,9083
2013,30-34,Female,9273
2013,35-39,Male,8566
2013,35-39,Female,8707
2013,40-44,Male,9333
2013,40-44,Female,9411
2013,45-49,Male,9620
2013,45-49,Female,9678
2013,50-54,Male,10206
2013,50-54,Female,10401
2013,55-59,Male,9563
2013,55-59,Female,9834
2013,60-64,Male,8179
2013,60-64,Female,8477
2013,65-69,Male,6494
2013,65-69,Female,6733
2013,70-74,Male,4532
2013,70-74,Female,4774
2013,75-79,Male,3091
2013,75-79,Female,3328
2013,80-84,Male,2075
2013,80-84,Female,2323
2013,85 and Older,Male,1588
2013,85 and Older,Female,1888
2014,Under 16,Male,30
2014,Under 16,Female,31
2014,16,Male,509
2014,16,Female,512
2014,17,Male,951
2014,17,Female,930
2014,18,Male,1304
2014,18,Female,1236
2014,19,Male,1540
2014,19,Female,1446
2014,19 and Under,Male,4336
2014,19 and Under,Female,4115
2014,20,Male,1652
2014,20,Female,1569
2014,21,Male,1709
2014,21,Female,1633
2014,22,Male,1794
2014,22,Female,1741
2014,23,Male,1856
2014,23,Female,1827
2014,24,Male,1907
2014,24,Female,1891
2014,20-24,Male,8918
2014,20-24,Female,8661
2014,25-29,Male,9324
2014,25-29,Female,9386
2014,30-34,Male,9232
2014,30-34,Female,9418
2014,35-39,Male,8666
2014,35-39,Female,8846
2014,40-44,Male,9114
2014,40-44,Female,9237
2014,45-49,Male,9421
2014,45-49,Female,9489
2014,50-54,Male,10198
2014,50-54,Female,10389
2014,55-59,Male,9731
2014,55-59,Female,10019
2014,60-64,Male,8383
2014,60-64,Female,8719
2014,65-69,Male,6868
2014,65-69,Female,7146
2014,70-74,Male,4778
2014,70-74,Female,5040
2014,75-79,Male,3197
2014,75-79,Female,3437
2014,80-84,Male,2094
2014,80-84,Female,2312
2014,85 and Older,Male,1647
2014,85 and Older,Female,1930
2015,Under 16,Male,32
2015,Under 16,Female,32
2015,16,Male,527
2015,16,Female,538
2015,17,Male,967
2015,17,Female,954
2015,18,Male,1305
2015,18,Female,1246
2015,19,Male,1530
2015,19,Female,1460
2015,19 and Under,Male,4361
2015,19 and Under,Female,4229
2015,20,Male,1645
2015,20,Female,1597
2015,21,Male,1708
2015,21,Female,1661
2015,22,Male,1791
2015,22,Female,1740
2015,23,Male,1857
2015,23,Female,1831
2015,24,Male,1912
2015,24,Female,1906
2015,20-24,Male,8914
2015,20-24,Female,8717
2015,25-29,Male,9600
2015,25-29,Female,9666
2015,30-34,Male,9484
2015,30-34,Female,9636
2015,35-39,Male,8948
2015,35-39,Female,9139
2015,40-44,Male,8976
2015,40-44,Female,9131
2015,45-49,Male,9440
2015,45-49,Female,9548
2015,50-54,Male,10130
2015,50-54,Female,10358
2015,55-59,Male,9859
2015,55-59,Female,10209
2015,60-64,Male,8621
2015,60-64,Female,9026
2015,65-69,Male,7218
2015,65-69,Female,7571
2015,70-74,Male,4975
2015,70-74,Female,5257
2015,75-79,Male,3267
2015,75-79,Female,3567
2015,80-84,Male,2157
2015,80-84,Female,2364
2015,85 and Older,Male,1700
2015,85 and Older,Female,2017
2016,23,Female,1825
2016,55-59,Female,10322
2016,50-54,Female,10177
2016,55-59,Male,10001
2016,50-54,Male,9985
2016,25-29,Female,9888
2016,25-29,Male,9867
2016,30-34,Female,9798
2016,30-34,Male,9697
2016,45-49,Female,9679
2016,45-49,Male,9576
2016,35-39,Female,9430
2016,35-39,Male,9260
2016,60-64,Female,9250
2016,40-44,Female,8983
2016,20-24,Male,8971
2016,60-64,Male,8865
2016,40-44,Male,8846
2016,20-24,Female,8747
2016,65-69,Female,7919
2016,65-69,Male,7548
2016,70-74,Female,5476
2016,70-74,Male,5204
2016,19 and Under,Male,4472
2016,19 and Under,Female,4346
2016,75-79,Female,3722
2016,75-79,Male,3542
2016,80-84,Female,2415
2016,80-84,Male,2199
2016,85 and Older,Female,2089
2016,24,Male,1930
2016,24,Female,1906
2016,23,Male,1868
2016,85 and Older,Male,1798
2016,22,Male,1795
2016,22,Female,1753
2016,21,Male,1723
2016,21,Female,1668
2016,20,Male,1655
2016,20,Female,1597
2016,19,Male,1556
2016,19,Female,1484
2016,18,Male,1338
2016,18,Female,1282
2016,17,Male,991
2016,17,Female,984
2016,16,Female,568
2016,16,Male,556
2016,Under 16,Male,32
2016,Under 16,Female,32
2017,Under 16,Male,38
2017,Under 16,Female,39
2017,16,Male,544
2017,16,Female,555
2017,17,Male,999
2017,17,Female,991
2017,18,Male,1343
2017,18,Female,1286
2017,19,Male,1561
2017,19,Female,1489
2017,19 and Under,Male,4485
2017,19 and Under,Female,4360
2017,20,Male,1661
2017,20,Female,1593
2017,21,Male,1708
2017,21,Female,1657
2017,22,Male,1788
2017,22,Female,1740
2017,23,Male,1851
2017,23,Female,1817
2017,24,Male,1917
2017,24,Female,1880
2017,20-24,Male,8924
2017,20-24,Female,8687
2017,25-29,Male,10039
2017,25-29,Female,10034
2017,30-34,Male,9835
2017,30-34,Female,9921
2017,35-39,Male,9518
2017,35-39,Female,9677
2017,40-44,Male,8885
2017,40-44,Female,9011
2017,45-49,Male,9628
2017,45-49,Female,9717
2017,50-54,Male,9850
2017,50-54,Female,9981
2017,55-59,Male,10100
2017,55-59,Female,10402
2017,60-64,Male,9138
2017,60-64,Female,9540
2017,65-69,Male,7609
2017,65-69,Female,8017
2017,70-74,Male,5690
2017,70-74,Female,6015
2017,75-79,Male,3637
2017,75-79,Female,3944
2017,80-84,Male,2238
2017,80-84,Female,2485
2017,85 and Older,Male,1828
2017,85 and Older,Female,2152
2018,Under 16,Male,21
2018,Under 16,Female,21
2018,16,Male,525
2018,16,Female,540
2018,17,Male,989
2018,17,Female,987
2018,18,Male,1340
2018,18,Female,1290
2018,19,Male,1556
2018,19,Female,1485
2018,19 and Under,Male,4431
2018,19 and Under,Female,4324
2018,20,Male,1658
2018,20,Female,1590
2018,21,Male,1706
2018,21,Female,1649
2018,22,Male,1775
2018,22,Female,1731
2018,23,Male,1842
2018,23,Female,1803
2018,24,Male,1895
2018,24,Female,1869
2018,20-24,Male,8876
2018,20-24,Female,8643
2018,25-29,Male,10099
2018,25-29,Female,10088
2018,30-34,Male,9953
2018,30-34,Female,10026
2018,35-39,Male,9725
2018,35-39,Female,9877
2018,40-44,Male,8965
2018,40-44,Female,9087
2018,45-49,Male,9550
2018,45-49,Female,9648
2018,50-54,Male,9665
2018,50-54,Female,9779
2018,55-59,Male,10134
2018,55-59,Female,10405
2018,60-64,Male,9328
2018,60-64,Female,9713
2018,65-69,Male,7759
2018,65-69,Female,8183
2018,70-74,Male,5962
2018,70-74,Female,6289
2018,75-79,Male,3878
2018,75-79,Female,4176
2018,80-84,Male,2315
2018,80-84,Female,2621
2018,85 and Older,Male,1847
2018,85 and Older,Female,2218
2019,Under 16,Male,21
2019,Under 16,Female,22
2019,16,Male,534
2019,16,Female,554
2019,17,Male,975
2019,17,Female,981
2019,18,Male,1331
2019,18,Female,1291
2019,19,Male,1569
2019,19,Female,1503
2019,19 and Under,Male,4431
2019,19 and Under,Female,4351
2019,20,Male,1661
2019,20,Female,1594
2019,21,Male,1709
2019,21,Female,1651
2019,22,Male,1780
2019,22,Female,1728
2019,23,Male,1830
2019,23,Female,1793
2019,24,Male,1882
2019,24,Female,1851
2019,20-24,Male,8862
2019,20-24,Female,8616
2019,25-29,Male,10072
2019,25-29,Female,10045
2019,30-34,Male,10042
2019,30-34,Female,10140
2019,35-39,Male,9809
2019,35-39,Female,9934
2019,40-44,Male,9045
2019,40-44,Female,9201
2019,45-49,Male,9397
2019,45-49,Female,9522
2019,50-54,Male,9526
2019,50-54,Female,9647
2019,55-59,Male,10110
2019,55-59,Female,10387
2019,60-64,Male,9421
2019,60-64,Female,9822
2019,65-69,Male,7888
2019,65-69,Female,8354
2019,70-74,Male,6187
2019,70-74,Female,6576
2019,75-79,Male,4003
2019,75-79,Female,4342
2019,80-84,Male,2312
2019,80-84,Female,2568
2019,85 and Older,Male,1895
2019,85 and Older,Female,2172
2020,Under 16,Male,30
2020,Under 16,Female,31
2020,16,Male,511
2020,16,Female,531
2020,17,Male,925
2020,17,Female,927
2020,18,Male,1253
2020,18,Female,1214
2020,19,Male,1502
2020,19,Female,1427
2020,19 and Under,Male,4221
2020,19 and Under,Female,4130
2020,20,Male,1656
2020,20,Female,1581
2020,21,Male,1707
2020,21,Female,1638
2020,22,Male,1751
2020,22,Female,1693
2020,23,Male,1803
2020,23,Female,1755
2020,24,Male,1862
2020,24,Female,1831
2020,20-24,Male,8780
2020,20-24,Female,8498
2020,25-29,Male,9877
2020,25-29,Female,9837
2020,30-34,Male,10041
2020,30-34,Female,10145
2020,35-39,Male,9791
2020,35-39,Female,9952
2020,40-44,Male,9135
2020,40-44,Female,9331
2020,45-49,Male,9094
2020,45-49,Female,9261
2020,50-54,Male,9429
2020,50-54,Female,9589
2020,55-59,Male,9910
2020,55-59,Female,10213
2020,60-64,Male,9421
2020,60-64,Female,9872
2020,65-69,Male,8022
2020,65-69,Female,8553
2020,70-74,Male,6415
2020,70-74,Female,6882
2020,75-79,Male,4136
2020,75-79,Female,4498
2020,80-84,Male,2459
2020,80-84,Female,2710
2020,85 and Older,Male,1863
2020,85 and Older,Female,2129
2021,Under 16,Male,55
2021,Under 16,Female,56
2021,16,Male,537
2021,16,Female,554
2021,17,Male,918
2021,17,Female,908
2021,18,Male,1319
2021,18,Female,1243
2021,19,Male,1490
2021,19,Female,1428
2021,19 and Under,Male,4318
2021,19 and Under,Female,4189
2021,20,Male,1658
2021,20,Female,1576
2021,21,Male,1772
2021,21,Female,1679
2021,22,Male,1769
2021,22,Female,1687
2021,23,Male,1829
2021,23,Female,1756
2021,24,Male,1886
2021,24,Female,1824
2021,20-24,Male,8914
2021,20-24,Female,8522
2021,25-29,Male,9984
2021,25-29,Female,9812
2021,30-34,Male,10419
2021,30-34,Female,10439
2021,35-39,Male,10118
2021,35-39,Female,10186
2021,40-44,Male,9558
2021,40-44,Female,9681
2021,45-49,Male,9001
2021,45-49,Female,9107
2021,50-54,Male,9617
2021,50-54,Female,9719
2021,55-59,Male,9851
2021,55-59,Female,10065
2021,60-64,Male,9657
2021,60-64,Female,10040
2021,65-69,Male,8295
2021,65-69,Female,8811
2021,70-74,Male,6704
2021,70-74,Female,7223
2021,75-79,Male,4324
2021,75-79,Female,4717
2021,80-84,Male,2537
2021,80-84,Female,2842
2021,85 and Older,Male,1917
2021,85 and Older,Female,2213
2022,Under 16,Male,59
2022,Under 16,Female,59
2022,16,Male,538
2022,16,Female,539
2022,17,Male,932
2022,17,Female,912
2022,18,Male,1334
2022,18,Female,1253
2022,19,Male,1528
2022,19,Female,1423
2022,19 and Under,Male,4391
2022,19 and Under,Female,4186
2022,20,Male,1646
2022,20,Female,1557
2022,21,Male,1760
2022,21,Female,1666
2022,22,Male,1804
2022,22,Female,1717
2022,23,Male,1845
2022,23,Female,1762
2022,24,Male,1904
2022,24,Female,1832
2022,20-24,Male,8959
2022,20-24,Female,8533
2022,25-29,Male,9946
2022,25-29,Female,9748
2022,30-34,Male,10550
2022,30-34,Female,10573
2022,35-39,Male,10191
2022,35-39,Female,10275
2022,40-44,Male,9738
2022,40-44,Female,9898
2022,45-49,Male,8972
2022,45-49,Female,9131
2022,50-54,Male,9540
2022,50-54,Female,9717
2022,55-59,Male,9612
2022,55-59,Female,9886
2022,60-64,Male,9635
2022,60-64,Female,10083
2022,65-69,Male,8449
2022,65-69,Female,9046
2022,70-74,Male,6729
2022,70-74,Female,7334
2022,75-79,Male,4712
2022,75-79,Female,5183
2022,80-84,Male,2702
2022,80-84,Female,3052
2022,85 and Older,Male,1997
2022,85 and Older,Female,2319
2023,Under 16,Male,60
2023,Under 16,Female,59
2023,16,Male,569
2023,16,Female,558
2023,17,Male,990
2023,17,Female,947
2023,18,Male,1369
2023,18,Female,1261
2023,19,Male,1565
2023,19,Female,1435
2023,19 and Under,Male,4553
2023,19 and Under,Female,4259
2023,20,Male,1706
2023,20,Female,1589
2023,21,Male,1758
2023,21,Female,1648
2023,22,Male,1818
2023,22,Female,1719
2023,23,Male,1898
2023,23,Female,1799
2023,24,Male,1943
2023,24,Female,1850
2023,20-24,Male,9123
2023,20-24,Female,8605
2023,25-29,Male,10039
2023,25-29,Female,9755
2023,30-34,Male,10695
2023,30-34,Female,10636
2023,35-39,Male,10366
2023,35-39,Female,10395
2023,40-44,Male,9985
2023,40-44,Female,10106
2023,45-49,Male,9068
2023,45-49,Female,9215
2023,50-54,Male,9464
2023,50-54,Female,9646
2023,55-59,Male,9438
2023,55-59,Female,9686
2023,60-64,Male,9651
2023,60-64,Female,10099
2023,65-69,Male,8583
2023,65-69,Female,9196
2023,70-74,Male,6825
2023,70-74,Female,7473
2023,75-79,Male,4912
2023,75-79,Female,5421
2023,80-84,Male,2852
2023,80-84,Female,3238
2023,85 and Older,Male,2016
2023,85 and Older,Female,2357
